device_id,timestamp,raw_reading,status_code
SENSOR_002,2026-08-15 14:26:42.034029,72.45,WARN
SENSOR_005,2026-08-15 14:26:42.034029,72.67,OK
SENSOR_003,2026-08-15 14:27:42.034029,88.03,OK
SENSOR_004,2026-08-15 14:29:42.034029,81.32,OK
SENSOR_005,2026-08-15 14:32:42.034029,50.03,OK
SENSOR_003,2026-08-15 14:32:42.034029,64.46,OK
SENSOR_003,2026-08-15 14:38:42.034029,74.83,OK
SENSOR_001,2026-08-15 14:38:42.034029,57.88,ERR
SENSOR_002,2026-08-15 14:40:42.034029,69.07,OK
SENSOR_002,2026-08-15 14:43:42.034029,58.19,OK
SENSOR_005,2026-08-15 14:44:42.034029,70.37,OK
SENSOR_002,2026-08-15 14:53:42.034029,70.79,OK
SENSOR_004,2026-08-15 14:59:42.034029,79.4,OK
SENSOR_002,2026-08-15 15:04:42.034029,73.85,OK
SENSOR_005,2026-08-15 15:09:42.034029,81.28,WARN
SENSOR_002,2026-08-15 15:18:42.034029,79.79,ERR
SENSOR_004,2026-08-15 15:18:42.034029,87.89,OK
SENSOR_001,2026-08-15 15:20:42.034029,85.92,OK
SENSOR_005,2026-08-15 15:21:42.034029,84.6,ERR
SENSOR_001,2026-08-15 15:26:42.034029,113.81,OK
SENSOR_001,2026-08-15 15:35:42.034029,79.34,ERR
SENSOR_001,2026-08-15 15:35:42.034029,107.42,ERR
SENSOR_003,2026-08-15 15:37:42.034029,80.15,ERR
SENSOR_003,2026-08-15 15:39:42.034029,73.96,WARN
SENSOR_001,2026-08-15 15:41:42.034029,70.34,OK
SENSOR_005,2026-08-15 15:41:42.034029,93.87,OK
SENSOR_004,2026-08-15 15:41:42.034029,95.51,OK
SENSOR_004,2026-08-15 15:43:42.034029,82.5,OK
SENSOR_002,2026-08-15 15:44:42.034029,89.17,ERR
SENSOR_005,2026-08-15 15:44:42.034029,59.03,OK
SENSOR_003,2026-08-15 15:45:42.034029,55.64,WARN
SENSOR_001,2026-08-15 15:49:42.034029,90.58,WARN
SENSOR_002,2026-08-15 15:54:42.034029,73.41,OK
SENSOR_004,2026-08-15 16:00:42.034029,84.37,WARN
SENSOR_003,2026-08-15 16:02:42.034029,66.03,OK
SENSOR_003,2026-08-15 16:08:42.034029,95.71,OK
SENSOR_001,2026-08-15 16:08:42.034029,55.74,OK
SENSOR_004,2026-08-15 16:09:42.034029,57.68,OK
SENSOR_005,2026-08-15 16:10:42.034029,93.05,WARN
SENSOR_003,2026-08-15 16:12:42.034029,42.38,OK
SENSOR_001,2026-08-15 16:20:42.034029,79.73,OK
SENSOR_005,2026-08-15 16:21:42.034029,73.66,OK
SENSOR_004,2026-08-15 16:21:42.034029,65.8,WARN
SENSOR_003,2026-08-15 16:22:42.034029,72.5,ERR
SENSOR_005,2026-08-15 16:23:42.034029,64.41,OK
SENSOR_005,2026-08-15 16:25:42.034029,94.28,OK
SENSOR_005,2026-08-15 16:27:42.034029,97.56,WARN
SENSOR_003,2026-08-15 16:28:42.034029,66.43,OK
SENSOR_003,2026-08-15 16:28:42.034029,78.44,ERR
SENSOR_002,2026-08-15 16:38:42.034029,58.44,WARN
SENSOR_004,2026-08-15 16:42:42.034029,88.41,OK
SENSOR_001,2026-08-15 16:46:42.034029,88.09,ERR
SENSOR_005,2026-08-15 16:49:42.034029,71.31,OK
SENSOR_002,2026-08-15 16:50:42.034029,75.21,OK
SENSOR_001,2026-08-15 16:51:42.034029,73.83,OK
